City,Place,Ratings,Distance,Place_desc 
Lavasa,Lakeside Promenade,3.6, 0 km  from city center , Lakeside Promenade is a tourist attraction in the privately modelled city of Lavasa near Pune in the Western Ghats
Lavasa,Bamboosa,3.6, 0 km  from city center , Bamboosa is a cultural centre in Lavasa highlighting the important and relevance of bamboo products
Lavasa,Temghar Dam,3.6, 0 km  from city center , Temghar Dam is a massive dam built on the river Muthu 40 kms from Pune
Lavasa,Lakeshore Watersports,3.6, 1 km  from city center , Lakeshore Watersports are available at Town Hall in Lavasa
Leh Ladakh,Pangong Lake,4.4, 156 km  from city center ," The most popular tourist attraction in Ladakh, Pangong lake is an endorheicÂ (landlocked) lake situated at 4350 meters"
Leh Ladakh,Sangam,4.4, 23 km  from city center , Sangam is the confluence of Indus and Zanskar Rivers in Ladakh
Leh Ladakh,Khardung La Pass,4.3, 20 km  from city center ," Khardung La, also known as Khardzong La, is one of the highest motorable roads in India at an elevation of 5602 metres"
Leh Ladakh,Shanti Stupa,4.3, 2 km  from city center , The Shanti Stupa is a white-domed Buddhist monument
Leh Ladakh,Tso Moriri Lake,4.3, 155 km  from city center ," Tso Moriri is the largest high altitude lakes in India, at an altitude of 4,595m"
Leh Ladakh,Magnetic Hill,4.3, 21 km  from city center , The popular Magnetic Hill of Ladakh is a cyclops hill where vehicles seem to move upwards on the hill instead of rolling downwards
Leh Ladakh,Leh Palace,4.3, 2 km  from city center , The Leh Palace is a 17th-century former royal palace that is converted into a museum
Leh Ladakh,White water rafting,4.2, 23 km  from city center ," Rafting expedition is done on Zanskar River, called the Grand Canyon of India, with high cliff like gorges at certain places"
Leh Ladakh,Spituk Monastery,4.2, 6 km  from city center ," Spituk Monastery also called Spituk Gompa, is a Buddhist monastery located about 8 kms from Leh"
Leh Ladakh,"Phuktal Monastery, Zanskar",4.2, 105 km  from city center , The Phugtal (Phuktal) Monastery is a Buddhist monastery situated in the south-east part of Zanskar region in Ladakh
Leh Ladakh,Pathar Sahib Gurudwara,4.1, 22 km  from city center ," Gurudwara Pathar Sahib is a beautiful gurudwara, dedicated to Guru Nanak Dev"
Leh Ladakh,Zanskar Valley,4, 100 km  from city center , Located in the Kargil district to the east of Ladakh (around 105 km) lies the bewitching Zanskar Valley
Leh Ladakh,Chadar Trek,4, 37 km  from city center , The Chadar Trek or The Frozen River Expedition is one of the most unique and challenging treks in India
Leh Ladakh,Nubra Valley,3.6, 71 km  from city center ," Nubra Valley lies in the union territory of Jammu & Kashmir, at a distance of around 140 Km from Leh"
Leh Ladakh,Stok Palace,3.6, 9 km  from city center ," Located around 15km from Leh, the Stok Palace is the summer home to the royal family of Ladakh and descendants of King Sengge Namgyal"
Leh Ladakh,Likir Monastery,3.6, 37 km  from city center ," The Likir Monastery is the oldest monastery in Ladakh, located around 52 km from Leh in the scenic Likir village"
Leh Ladakh,Ladakh Trekking,3.6, 622 km  from city center ," Know for its majestic and moon like terrains, Leh is attracted by many natural lovers and adventurous tourist"
Leh Ladakh,City Shopping,3.6," 2,037 km  from city center "," For all those who like to fill their bags with souvenirs and local produce, the markets in Ladakh offers beautiful Tibetan jewellery, motifs, decorated carpets and woolen clothes"
Leh Ladakh,Hemis Monastery,3.5, 29 km  from city center , Hemis is a Buddhist monastery ranked as one of the wealthiest monasteries in India
Leh Ladakh,Alchi,3.5, 38 km  from city center ," Located in the Alchi Village of Ladakh, Alchi Monastery is a complex of Buddist temples of which Alchi Monastery is the oldest and most famous"
Leh Ladakh,Tso Kar lake,3.5, 101 km  from city center , Tso Kar is a fluctuating salt lake located in the Rupshu Plateau of scenic Ladakh Valley
Leh Ladakh,Lamayuru Town,3.5, 76 km  from city center , Lamayuru is a tiny village that's popularly known as the Moonland of Ladakh
Leh Ladakh,Namgyal Tsemo Gompa,3.5, 2 km  from city center , Traveling to the Namgyal Tsemo Gompa makes you encounter the steep mountains and submerges you in its serene and spiritual folds
Leh Ladakh,Dah Hanu,3.5, 102 km  from city center , The villages of Dah and Hanu are amongst the only few villages that are home to the Drogpa tribe
Leh Ladakh,Changtang Wildlife Sanctuary,3.5, 111 km  from city center , The Changthang Wildlife Sanctuary is located at an altitude of about 4000-9000 feet in the Ladakhi Changthang Plateau
Leh Ladakh,Nyoma,3.5, 145 km  from city center , Nyoma is a quaint village located 150 km from Leh on the banks of the Indus River
Leh Ladakh,Darcha to Padum Trek,3.5, 100 km  from city center ," Located on river Bhaga, Darcha is a small Lahaul region in the Himachal district of Spiti"
Leh Ladakh,Hall Of Fame Museum,3.3, 4 km  from city center ," Located at approximately 4 km from the main city, this glorified museum was built in memory of the brave soldiers who lost their lives fighting for India at the Indo-Pakistan war"
Leh Ladakh,Kargil,3.3, 140 km  from city center ," Kargil lies near the Line of Control facing Pakistan-administered Kashmir's Baltistan to the west, and Kashmir valley to the south"
Leh Ladakh,"Bactarian camel safari, Nubra Valley",3.3, 71 km  from city center , Nubra Valley is famous for the Bactrian Camel Safari
Leh Ladakh,"Hemis High Altitude Wildlife Sanctuary, Hemis",3.3, 46 km  from city center ," At an altitude ranging from 3,300 m to 6,000 m above sea level, this sanctuary is known to be the highest in the world as well as the largest park of South Asia"
Leh Ladakh,Mountain Biking,3.3, 24 km  from city center ," Often termed the paradise of mountain bikers, Leh has thousands of tourists coming in every year to experience the thrill of driving on its steep slopes and adrenaline gushing paths"
Leh Ladakh,"Maitreya Buddha, Nubra Valley",3.3, 43 km  from city center , Near the Diskit monastery in Nubra Valley stands a 32 meter tall statue of Maitreya Buddha facing towards the Shyok river
Leh Ladakh,"Diskit monastery, Lachung temple and Hundur monastery.",3.2, 44 km  from city center ," Also known as Deskit/ Diskit Gompa, this is the oldest and largest monastery in Nubra valley, belonging to Gelugpa (yellow hat) sect of Tibetan Buddhism"
Leh Ladakh,Chemrey Monastery,3.2, 29 km  from city center , Chemrey Monastery is a 400-year-old yet unexplored Buddhist monastery located approximately 40 kilometres (25 mi) east of Leh in northern India
Leh Ladakh,Sankar Gompa,3.2, 2 km  from city center , Sankar Gompa is a beautiful Buddhist monastery located 6 km from Leh
Leh Ladakh,"Panamik village, Nubra Valley",3.2, 71 km  from city center ," Located at a distance of about 140 Km from Leh, Panamik Village is the northernmost part of India"
Leh Ladakh,"Yarab Tso, Sumur",3.2, 1 km  from city center ," Popular as the hidden lake, Yarab Tso is located in the Nubra Valley region"
Leh Ladakh,"MoonLand, Lamayuru",3.2, 76 km  from city center , A peculiar landscape near Lamayuru on Leh-Kargil Road is the MoonLand
Leh Ladakh,Handicrafts Industrial Cooperative Shop,3.2," 2,037 km  from city center ", This place is good to buy souvenirs for friends and family
Leh Ladakh,Thiksey Monastery,3.6, 13 km  from city center , Thiksey Monastery is a Tibetan-style monastery located 20km south of Leh
Leh Ladakh,Shey Monastery and Palace,3.6, 10 km  from city center , Shey Monastery or the Shey Palace is an ancient monastery
Leh Ladakh,Hunder Village,3.6, 49 km  from city center ," Hunder is a remote village located in the Nubra Valley region, 7km from Diksit Monastery"
Leh Ladakh,Taglang La,3.6, 1 km  from city center , The Tanglang La is a high mountain road located on the Leh-Manali highway just a few kilometers from Leh
Leh Ladakh,Turtuk,3.6, 105 km  from city center ," Turtuk is a small village located in Nubra Valley region of Ladakh, on the banks of Shyok River"
Leh Ladakh,Hundur Monastery,3.6, 48 km  from city center ," Hundur Monastery is a hilltop temple located in the Nubra Valley, quite close to the Diskit monastery and Lachung temple"
Leh Ladakh,Stargazing,3.6, 32 out of 71  places to visit in Leh Ladakh ," Leh-Ladakh, as already mentioned earlier, is a must visit place for all photography lovers â especially, Astro-photographers! The Major reason why Ladakh is a favourite among astrophotographers is because it provides clear night skies to complement the scenic beauty"
Leh Ladakh,Chang La Pass,3.6, 34 km  from city center , Chang La Pass is a high mountain pass and one of the highest motorable roads in the world
Leh Ladakh,Lachung Temple,3.6," 1,281 km  from city center "," Located in the Nubra Valley, Lachung Temple is a religious pilgrimage found in the Diksit village"
Leh Ladakh,Druk White Lotus School,3.6," 3,277 km  from city center "," The Druk White Lotus School, also known as Druk Padma Karpo School, is a Buddhist cultural school located in the Shey valley, close to Shey Monastery and Palace"
Leh Ladakh,Sindhu Darshan Festival,3.6, 42 out of 71  places to visit in Leh Ladakh ," The Sindhu Darshan festival is celebrated Leh Ladakh region, every year on the full moon day"
Leh Ladakh,Shyok Valley,3.6, 173 km  from city center ," Shyok Village is a hidden gem located in the Nubra Valley region, between Leh and Pangong Lake"
Lonavala,Imagica Adlabs,4.2, 13 km  from city center ," A world class entertainment park, Imagica Adlabs is a one of its kind destination picnic spot with plethora of entertainment options"
Lonavala,Lonavala Lake,4.2, 1 km  from city center , Lonavala Lake is located on the outskirts of Lonavala and is sourced by the Inrayani River
Lonavala,Karla caves,4.2, 8 km  from city center , Karla Caves are ancient Buddhist rock-cut caves and a famous tourist attraction located near Lonavala
Lonavala,Bhaja Caves,4.2, 8 km  from city center ," The Bhaja caves are a group of 22 rock-cut Buddhist caves, located near Pune"
Lonavala,Bushi Dam,4.2, 3 km  from city center , Bhushi Dam is a masonry dam on the Indrayani River and one of the most popularÂ places to visit in Lonavala during the monsoons
Lonavala,Tikona fort,4.2, 17 km  from city center ," Tikona Fort, a dominant hill fortress is a popular one-day trek spot of the Pawana Maval region of the Konkan"
Lonavala,Valvan Dam,4.2, 4 km  from city center , Karla and Bhaja Caves are ancient Buddhist rock-cut caves and a famous tourist attraction located near Lonavala
Lonavala,Lonavala - Bhimashankar Trek,4, 39 km  from city center , The Lonavala - BhimashankarÂ trek is popular countryside trail
Lonavala,Tiger's Leap,3.5, 4 km  from city center ," Located 8km away from Lonavala, Tiger's Leap is aÂ popular tourist point"
Lonavala,Rajmachi Fort,3.5, 9 km  from city center ," Midway between Lonavala and Khandala is a fort by the name of Rajmachi Fort, a prominent landmark that watches over some of the most breathtakingly beautiful and wide sceneries of the region"
Lonavala,Aamby Valley,3.5, 17 km  from city center ," A one of its kind, this place is known for its irreplaceable grandeur and plush signature features"
Lonavala,Celebrity Wax Museum,3.5, 4 km  from city center , Sunil's Celebrity Wax Museum is a popular attraction in Lonavala
Lonavala,Amrutanjan Point,3.5, 5 km  from city center ," Located at the starting of Khandala Ghatsa, the Amrutanjan Point is an excellent view point from where one can get a magnificent aerial view of the town Khopoli as well as the Duke's Nose"
Lonavala,Rajmachi,3.5, 5 km  from city center , Rajmachi is a picturesque village situated close to Lonavala
Lonavala,Visapur Fort,3.5, 10 km  from city center ," Surrounded by a huge plateau, is a historical fort, land marking the lush green and dreamy mountains of Khandala"
Lonavala,City Shopping,3.3, 0 km  from city center ," While in Lonavala, take home the snacks the town is known for, especially the sweet and crunchy Chikki"
Lonavala,Lohagad Fort,3.2, 9 km  from city center ," This is one of many forts of Chhatrapati Shivaji, adorned with elements and styles of Maharshtrian architecture"
Lonavala,Bhairavnath Temple,3.2, 3 km  from city center ," Located in Rajmachi, the Bhairvanath Temple is dedicated to Lord Shiva, who is also known as Bhairavnath"
Lonavala,Duke's Nose,3.2, 4 km  from city center , Dukeâs Nose is a popular viewpoint located about 7 kilometres from Lonavala
Lonavala,Scorpion's sting,3.2, 8 km  from city center ," Shaped in form of a Scorpion's sting, this hill is an expansive area of 38 square km and is 625 meters above the sea level"
Lonavala,Koregad Fort,3.2, 14 km  from city center ," A fort constructed on an isolated hill, at a distance of about 24km from Lonavala, tends to be the only fort atop a hill in the town"
Lonavala,Tungarli Dam,3.2, 2 km  from city center , The Tungarli Dam is built alongside Tungarli lake in the region of Rajmachi
Lonavala,Sausage hills,3.2, 9 km  from city center , Another set of hills that landmark the lush greenery and misty skies of Lonavala are the Sausage hills
Lonavala,Ryewood Park,3.2, 0 km  from city center ," The Ryewood Park, located close to the Lonavala market, was once a Botanical garden which is now converted into a public park"
Lonavala,Tunga Fort,3.2, 12 km  from city center , Tung Fort is a hill fort located close to Lonavala which is known for the Pavana Lake it houses in its complex
Lonavala,Wet N Joy Water Park,3.6, 12 km  from city center ," Wet N Joy Water Park is situated on the Old Mumbai Pune highway in Lonavala and is synonymous with fun, thrill and excitement"
Lonavala,Bungee Jumping in Lonavala,3.6, 4 km  from city center , Bungee Jumping in Lonavala takes place inÂ theÂ  Della Adventures park
Lonavala,Narayani Dham Temple,3.6, 2 km  from city center ," Located in Dhankawadi Lonavala, Narayani Dham Temple is dedicated to Ma Narayani"
Lonavala,Reverse Waterfall,3.6, 9 km  from city center , The Reverse Waterfall is a waterfall that flows in the reverse direction
Lonavala,Ekvira Devi Temple,3.6, 8 km  from city center ," Situated near the Karla Caves in Lonavala, Ekvira Devi Temple or Ekvira Aai Temple is a Hindu temple especially revered by fisherfolk popularly called as Koli people"
Lonavala,LionÃªs Point,3.6, 2 km  from city center ," Situated between Bhushi dam and Amby valley in Lonavala, Lion's Point is a popular vantage point in the city which offers spectacular panoramic vistas of the adjacent hills and the valley below"
Lonavala,Kune Waterfalls,3.6, 3 km  from city center , Kune Falls are the 14th highest waterfalls in India located in Lonavala
Lonavala,Shri Durga Parameshwari Temple,3.6, 8 km  from city center , Shri Durga Parameshwari Temple is located on the NH4 Highway in Lonavala and is dedicated to Ma Durga
Lonavala,Shivling Point,3.6, 7 km  from city center , Shivling Point is another vantage point in Lonavala situated left to Lion's Point
Lonavala,Kaivalyadhama Ashram,3.6, 2 km  from city center ," Kaivalyadhama Ashram is a combination of Healthcare, Yogic educational institute and naturopathy in a single place"
Lonavala,Aundoli,3.6, 6 km  from city center ," Aundoli is a campsite in Lonavala characterised byÂ bounteous nature, rich wildlife and towering mountains in the backdrop"
Lonavala,Della Adventure Park,3.6, 4 km  from city center , Della Adventure Park is a fun amusement cum waterpark based in Lonavala
Lonavala,Kataldhar Waterfall,3.6, 7 km  from city center , Kataldhar Waterfalls is situated around 6 kms from Lonavala and is one of the most stunning waterfalls in the region
Lonavala,Ghangad,3.6, 23 km  from city center , Ghangad is a magnificent fortress situated 30 kms from Lonavala
Lonavala,Manaranjan Fort,3.6, 9 km  from city center , Manranjan Fort or Manoranjan Fort is one of the fortifications in the continuity of the Rajmachi fort
Lonavala,Andharban,3.6, 41 out of 41  places to visit in Lonavala ," Andharban, also known as the âDark Forestâ is a popular trekking destinationÂ located near the village of Pimpri and is only an hour and a halfâs drive away from Lonavala"
Lucknow,Bara Imambara,4.3, 4 km  from city center , The Bara Imambara of Lucknow is one of the most famous monuments of the city
Lucknow,Chota Imambara,4.2, 5 km  from city center ," The Chhota Imambara, or the Imambara of Hussainabad, is one of the most beautiful and attractive buildings in the old city of Lucknow in Uttar Pradesh"
Lucknow,Lucknow Zoo,4.2, 1 km  from city center , The Prince of Wales Zoological Gardens was built in 1921 was built to commemorate the Royal family's visit to Lucknow
Lucknow,Rumi Darwaza,3.5, 4 km  from city center ," The Rumi Darwaza was built in 1784-86 and is a 60 feet high entrance, with no visible supporting fittings"
Lucknow,Hazratganj Market,3.5, 0 km  from city center ," Hazratganj, the central shopping district of Lucknow, has a long history behind it and has undergone a great makeover that bridges the past and the present and continues to serve as Lucknow's central shopping arcade"
Lucknow,Constantia (La Martiniere School),3.5, 2 km  from city center ," One of the historical landmarks of Lucknow with its English past, the La Martinere School started in 1845"
Lucknow,Chowk,3.5, 5 km  from city center , Chowk market in Lucknow is one of those places of the city that are a window into its rich cultural heritage
Lucknow,British Residency,3.2, 3 km  from city center , The British Residency of Lucknow served as a refuge for several Britishers during the uprising on 1857
Lucknow,Dr. Ambedkar Park,3.2, 6 km  from city center ," The Ambedkar Memorial Park was constructed by the Mayawati Government in Gomti Nagar, Lucknow"
Lucknow,Dilkusha Kothi,3.2, 3 km  from city center ," A hunting lodge converted into a summer palace for the royals, Dilkusha Kothi was built in 1800 by Major Gore in Baroque style"
Lucknow,Farangi Mahal,3.2, 4 km  from city center ," Once belonging to a French businessman Neal, Firangi Mahal was transferred to the government treasury under the royal decree, which was then developed into an Islamic school by Aurangzeb's consultant and his brother"
Lucknow,Husainabad Clock Tower,3.2, 5 km  from city center ," Standing tall adjacent to the Rumi Darwaza, the Husainabad Clock Tower was built in 1881 and since has been the tallest clock tower in India"
Lucknow,Marine Drive,3.6, 2 km  from city center , Marine Drive is named after the famous Marine Drive in Mumbai
Lucknow,Indira Gandhi Planetarium Lucknow,3.6, 9 out of 47  places to visit in Lucknow ," Situated at the Surajkund Park neighbourhood of Lucknow, on the banks of the River Gomti, Indira Gandhi Planetarium is also popularly known as Taramandal Show"
Lucknow,Shah Najaf Imambara,3.6, 1 km  from city center , Shah Najaf Imambara is a Muslim monument centrally located in Lucknow city at Rana Pratap Road
Lucknow,Moti Mahal,3.6, 0 km  from city center ," Built by Nawab Saadat Ali Khan, the Moti Mahal is popularly known as the Pearl Palace"
Lucknow,Ramakrishna Math,3.6, 3 km  from city center ," A monastery and shrine established in Nirala Nagar, the Ramakrishna Math is an all-monk institution dedicated to Sri Ramakrishna "
Lucknow,Bithoor,3.6, 72 km  from city center ," Bithoor is a quaint little town nestled away in the Kanpur district of Uttar Pradesh, acclaimed for being an important hub of pilgrimage for Hindus"
Lucknow,Dream World Amusement Park,3.6, 7 km  from city center ," Dream World Water Amusement Park is a one-stop destination for a day full of fun, thrill and enjoyment"
Lucknow,Anandi Water Park,3.6, 14 km  from city center ," Located on the outskirts of Lucknow along the Faizabad Road, Anandi Water Park is one of the largest waterparks in the northern area"
Lucknow,Gautam Buddha Park,3.6, 4 km  from city center ," Located in Hasanganj in Lucknow, Gautam Buddha Park is situated next to Hathi Park"
Lucknow,Shahi Baoli,3.6, 4 km  from city center ," An intricate merge of Indian and Islamic architectural styles, the Shahi Baoli was formerly built as a reservoir for the society of the time"
Lucknow,Janeshwar Mishra Park,3.6, 5 km  from city center ," Janeshwar Mishra Park is a newly constructed park, located in Gomti Nagar, Lucknow"
Lucknow,Chandrika Devi Temple,3.6, 6 km  from city center ," Situated in Aashiyana,  the Chandrika Devi Temple is dedicated to the Hindu Goddess Chandi"
Lucknow,Aminabad,3.6, 2 km  from city center ," One of the most bustling and oldest shopping hubs of Lucknow, Aminabad is a famous market selling a wide range of products from clothes and jewellery to cosmetics, footwear and even books"
Lucknow,Fun Republic Mall,3.6, 3 km  from city center ," Located at Gomti Nagar in Lucknow, Fun Republic Mall is one of the most popular and one of the largest malls in the city"
Lucknow,Mankameshwar Mandir,3.6, 3 km  from city center , The Mankameshwar Mandir is situated on the banks of river Yamuna at Saraswati Ghat in Lucknow
Lucknow,Jama Masjid,3.6, 7 km  from city center ," Located in Tehseenganj, Jama Masjid is an Islamic place of worship built by King Mohammad Ali Shah Bahadur"
Lucknow,Disney Water Wonder Park,3.6, 29 out of 47  places to visit in Lucknow ," Situated on the Kanpur-Lucknow Road, Disney Water Wonder Park is a water cum amusement park"
Lucknow,Shaheed Smarak,3.6, 3 km  from city center ," Shaheed Smarak or Martyrs' Memorial is a white marbled pillar-like structure standing amidst lush green lawns at Mukarimnagar, Qaiserbagh in Lucknow"
Lucknow,Nawabganj-Bird-Sanctuary,3.6, 39 km  from city center ," Nawabganj Bird Sanctuary, also known as Shahid Chandra Shekhar Azad Bird Sanctuary in Uttar Pradesh is a popular tourist hotspot"
Lucknow,Picture Gallery,3.6, 5 km  from city center ," Located close to Chhota Imambara and the Hussainabad Clock Tower, Hussainabad Picture Gallery is a popular tourist attraction in Lucknow"
Lucknow,Dr Ram Manohar Lohiya Park,3.6, 3 km  from city center ," Spread across 76 acres, the Dr Ram Manohar Lohiya Park is a popular park in Gomti Nagar"
Lucknow,Chattar Manzil,3.6, 2 km  from city center , Chattar Manzil or popularly known as Umbrella Palace was built by Nawab Ghazi Uddin Haider and was later on used by the ruler of Awadh and his wives
Lucknow,1857 Memorial Museum Residency,3.6, 3 km  from city center ," Located in Qaiserbagh, the 1857 Memorial Museum Residency is a dedicated piece to the First War of Independence of 1857"
Lucknow,Dewa Sharif,3.6, 31 km  from city center ," Situated in the Barabanki district of Uttar Pradesh, 25 kms away from Lucknow, Dewa or Dewa Sharif is a small town which is renowned world wide for the shrine of Haji Waris Ali Shah"
Lucknow,Begum Hazrat Mahal Park,3.6, 2 km  from city center ," Located in Qaiserbagh in Lucknow, Begum Hazrat Mahal Park is a popular park"
Lucknow,Nilansh Theme Park,3.6, 28 km  from city center ," Situated a little on the outskirts of Lucknow city, Nilansh Theme Park hosts an array of fun games, activities and an exclusive water park"
Lucknow,Hathi Park,3.6, 405 km  from city center , Hathi Park is one of the most visited and popular parks in Lucknow
Lucknow,Safed Baradari,3.6, 2 km  from city center ," Built by Nawab Wajid Ali Shah, Safed Baradari is a white marbled palace originally constructed as the Nawab's ""Palace of Mourning"""
Lucknow,Tomb of Saadat Ali Khan,3.6, 2 km  from city center ," Located in Qaiser Bagh, the Tomb of Saadat Ali Khan is a combined mausoleum of both Saadat Ali Khan and his wife Khursheed Zadi"
Lucknow,Kaiserbagh Palace,3.6, 1 km  from city center ," Constructed between 1848-1850, under the rule of Nawab Wajid Ali Shah, Kaiserbagh Palace is one of the most famous monuments and exotic masterpieces of Mughal architecture"
Lucknow,Sikandar Bagh,3.6, 1 km  from city center , Sikandar Bagh is an ancient styled posh mansion and a bracketing garden built in the 1800s
Lucknow,Amrapali Water Park,3.6, 21 km  from city center ," Launched in 2002, Amrapali Water Park is a top pick for an adventure day outing for families and friends"
Lucknow,Four Seasons Fun City,3.6, 45 out of 47  places to visit in Lucknow , Four Seasons Fun City is situated on the Rai Bareilly Road in Lucknow
Lucknow,Fun Village Water Park and Resort,3.6, 46 out of 47  places to visit in Lucknow , Fun Village Water Park and Resort is situated on the Lucknow - Allahabad highway and has a lot of exciting and thrilling water and regular rides
Lucknow,Scorpio Club,3.6, 47 out of 47  places to visit in Lucknow ," Located on the Behta Kursi Road in Lucknow, Scorpio Club or Scorpio Water Park is the perfect way to beat the summer heat amidst cool blue waters"
Madikeri,Chelavara Falls,4.1, 25 km  from city center ," Chelavara Falls is one of the mostÂ enchanting falls in Coorg, Karnataka"
Madikeri,Chingara Falls,4, 23 km  from city center ," A singular attraction tucked between coffee estates and tropical forests, Chingara Falls is a delight for nature lovers and trekkers"
Madikeri,Abbey Falls,3.5, 4 km  from city center ," What runs through the heart of this area, River Cauvery, also creates Abbey Falls when it cascades 70 feet down the rocks"
Madikeri,Namdroling Monastery,3.5, 0 km  from city center , Namdroling is home to the spectacular Golden Temple which is presided by an 18m tall gold plated statue of Buddha
Madikeri,Trekking,3.5, 0 km  from city center ," Madikeri is an equally enjoyable destination for all those whose feet itch for trekking through its landscapes, high peaks and lush greenery interspersed by streams and threads of River Cauvery"
Madikeri,Madikeri Fort,3.5, 0 km  from city center , The Madikeri Fort is a popular attraction in Coorg in Karnataka
Madikeri,Omkareshwara Temple,3.4, 1 km  from city center ," Depicting both Islamic and Gothic architecture, Omkareshwara temple was built in 1820 by Lingarajendra as a dedication to Lord Shiva"
Madikeri,Talacauvery,3.1, 30 km  from city center ," The place of origin of the Cauvery river from the Brahmagiri Hills, Talacauvery is extremely sacred and hence attracts many tourists and devotees"
Madikeri,Raja's Seat,3.1, 1 km  from city center ," The relaxing venue for the Kings of Kodagu, the view from Raja's Seat is unparalleled"
Madikeri,Gaddige Raja's Tomb,3.1, 1 km  from city center ," Built in the Indo-Saracenic style of architecture, this beautiful structure of Gaddige Raja's tomb is the mortal remains of the Kodavad Royalty"
Madikeri,Cauvery Nisargadhama,3.1, 21 km  from city center ," One of the most enjoyable picnic spots in the area, this one comes with a deer park, peacock park, rabbit park and the river running through the island's heart"
Madikeri,Chettali,3.1, 12 km  from city center ," Located on the Madikeri-Siddapur Road, Chettali is a small village blessed with lush greenery and misty hills surrounding it"
Madikeri,Bhagamandala,3.1, 22 km  from city center , Bhagmandala temple is situated where the Cauvery river is meets the two tributaries Kanake and Sujyoti
Madikeri,Dubare Elephant Training Camp,3.1, 19 km  from city center , This training camp carries out training of wild elephants by the forest department along with the help of the local tribal communities
Madikeri,City Shopping,3, 16 km  from city center ," While in the area, get your hands on locally grown coffee and spices to take back home"
Madikeri,Coffee Plantations,3.6, 8 out of 18  places to visit in Madikeri , Madikeri is known for its resplendent coffee plantations and green meadows sprawling over acres of land
Madikeri,Galibeedu Trek,3.6, 11 km  from city center ," Located at a distance of 12 kms from the town of Madikeri in the Coorg district of Karnataka, Galibeedu is a small trekking destination hidden away from the world"
Madikeri,Mandalpatti,3.6, 17 out of 18  places to visit in Madikeri ," Overlooking the grassy knolls of Pushpagiri forests in the Western Ghats, Mandalpatti is a spectacular and unique vantage point in Madikeri, Karnataka"
Madurai,Meenakshi Amman Temple,4.3, 1 km  from city center ," The Historic Madurai Meenakshi Amman Temple isÂ located on the southern bank of the Vaigai River, Madurai, Tamil Nadu"
Madurai,Thirumalai Nayakar Mahal,4.2, 1 km  from city center , Thirumalai Nayak Mahal was constructed way back in the 17th century
Madurai,Vaigai Dam,4.2, 60 km  from city center ," Vaigai Dam, a magnificent human-made structure, is constructed over River Vaigai near Andipatti, Theni District in the South Indian State of Tamil Nadu"
Madurai,Gandhi museum,4.2, 2 km  from city center ," The Gandhi Memorial Museum serves as a remembrance and tribute to the efforts of our very own father of the nation, Mahatma Gandhi"
Madurai,Koodal Azhagar Temple,4.2, 1 km  from city center ," The Koodal Azhagar Temple is situated in the city of Azhaghar, the dazzling city of southern India"
Madurai,Alagar Koil,3.5, 4 km  from city center , Alagar Koil is an exquisite temple situated in the north east of Madurai
Madurai,Mariamman Teppakulam,3.2, 4 km  from city center ," Constructed in the honor of Lord Vigneshwara, this divine temple is situated about 5 km from the meenakshi temple"
Madurai,Pazhamudhir Solai,3.2, 10 km  from city center , Pazhamudhir Solai is a beautiful temple created in the memory of Lord Subramaniya who is worshipped by several people in southern India
Madurai,Tirupparankundram Murugan temple,3.2, 8 km  from city center , Tirupparankundram Murugan temple is one of the pilgrimage places in the southern India
Madurai,Meghamalai,3.6, 85 km  from city center ," Often known as the âHigh Wavy Mountainsâ, Meghamalai is a petit yet beautiful place located in the Western Ghats in the state of Tamil Nadu"
Madurai,Samanar Hills,3.6, 8 km  from city center ," Located in Keelakuyilkudi village near Madurai, Samanar Hills or Samanar Malai is a beautiful hill rock complex which was originally home to Tamil Jain monks"
Madurai,Athisayam,3.6, 10 km  from city center ," Located on the Madurai - Dindigul National Highway near Madurai, Athisayam is a massive water cum amusement park"
Madurai,Chithirai Festival,3.6, 13 out of 20  places to visit in Madurai , The Chithirai festival of Tamil Nadu happens to be one of the longest stretched festivals to be celebrated anywhere in the world
Madurai,St MaryÃªs Cathedral,3.6," 1,099 km  from city center ", St MaryÃªs Cathedral is a gothic style catholic church situated in East Veli Street in Madurai
Madurai,Vandiyur Mariamman Teppakulam,3.6, 4 km  from city center , Vandiyur Maiamman Teppakulam is a tiny pond located near the premises of Vandiyur Maiamman Temple in mandir
Madurai,ISKCON Madurai,3.6, 1 km  from city center ," Situated in the Mani Nagaram Main Road in Madurai, ISKCON Madurai is a revered Hindu temple dedicated to Lord Krishna and his consort Goddess Radha"
Madurai,Banana Market,3.6, 1 km  from city center , Banana Market in Madurai is a wholesale market for bananas situated in Rukmanipalayam
Madurai,Kazimar Big Mosque,3.6, 2 km  from city center , Kazimar Big Mosque or Kazimar Periya Pallivasal is the oldest mosque in Madurai located near the Periyar bus stand
Madurai,Goripalayam Dargah,3.6, 1 km  from city center , Goripalayam Dargah is also known as Hajha Syed Sultan Alaoudeen Syed Sultan Samsudeen Aouliya Dargah and is situated in Madurai
Madurai,Kutladampatti Falls,3.6, 26 km  from city center ," Cascading from a height of 27 m, the Kutladampatti waterfalls are nestled in Cholavantha village, 30 kms from Madurai"
Mahabaleshwar,Elephant's Head point,4.3, 3 km  from city center , Elephant's Head Point is one of the most picturesque viewpoints in Mahabaleshwar which is famous for the stunning view of the Sahyadri ranges
